CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
664,France,Male,48,3,156446.1968717658,0,0,0,160655.25718559232,0
555,France,Female,38,8,-2748.8105942008788,0,1,0,74829.85765946635,0
819,Spain,Male,25,1,7352.913697409211,1,0,1,171249.1827255321,0
801,Spain,Female,45,7,5372.979626296138,0,0,1,54909.34385452478,0
620,Germany,Male,47,4,64682.33046521799,1,0,0,49240.93474915347,0
760,Germany,Female,39,8,-4270.769398370562,1,1,0,155586.829409652,0
398,France,Male,32,0,-1079.3857197351651,0,0,0,178923.47396700253,0
497,Spain,Male,41,8,127387.82246626014,0,0,1,11539.919076131559,0
646,Germany,Male,40,9,141841.55019552197,2,1,0,166753.72727148028,0
813,Germany,Female,43,7,75357.46237758969,0,1,1,35992.175308568694,0
724,Germany,Male,31,8,6399.327940402837,2,1,0,11525.761562001313,0
847,France,Female,32,11,88422.15301566855,1,0,1,173053.75896162778,0
623,Germany,Male,33,8,139503.56041914417,1,0,0,141301.29738319962,0
601,France,Male,33,8,106366.54729708332,1,0,0,160695.42931655416,0
724,France,Male,47,10,2397.6563820051597,0,1,0,162238.10314564395,0
627,France,Male,39,3,6095.472467583009,0,1,0,90808.20060424696,0
688,France,Male,35,9,7195.119314099761,1,1,0,176293.12280660516,0
654,France,Male,35,10,-8905.515823840211,1,1,0,158305.44627819333,0
696,France,Female,43,7,114258.4661004713,1,0,0,78055.19126201102,0
616,Germany,Male,31,10,108456.52689690988,2,1,1,209352.10777087742,0
535,Spain,Male,44,9,141609.2772128751,0,0,0,177850.85574039575,1
766,Germany,Male,55,5,49801.87432395182,0,0,1,175899.5618128163,0
794,France,Male,45,1,-1645.1530012882286,0,1,0,27698.977703363023,0
696,Germany,Male,21,8,26384.35467981505,1,1,0,189494.1546734507,0
494,France,Female,43,8,3370.9370427133626,0,1,0,208801.13290362468,0
609,France,Male,37,2,3706.627697786489,1,1,0,204747.9856280624,0
654,Germany,Female,21,9,92603.38156179193,0,0,0,47018.717700939014,0
488,Spain,Male,37,2,129533.05709944354,0,1,0,26675.704725270487,0
560,Spain,Female,39,2,-11210.431050372057,1,0,0,148716.9870862278,0
712,France,Male,44,2,116105.98094224997,1,0,0,159401.86414933123,0
696,Spain,Female,52,3,115871.27721740099,0,0,0,202466.777831253,0
835,Spain,Male,40,5,107154.04375767791,2,1,1,48021.0152380704,0
687,France,Male,40,4,76198.4975736191,1,0,0,70780.1688891281,0
592,Germany,Male,37,8,115878.05339847383,1,0,1,36119.097843401105,1
795,France,Female,34,3,-288.85759074580835,0,1,1,204819.02908572485,0
860,Germany,Male,34,1,154071.6929775161,1,0,0,81273.20455591849,0
521,Germany,Male,23,9,158151.41181234445,1,0,1,25067.48091928342,0
717,Germany,Male,26,1,139254.35403873978,0,0,0,-8262.309261801867,0
746,Spain,Female,41,2,3154.480568269894,1,1,0,105805.74955574723,0
625,Spain,Male,44,8,115764.1774431297,1,1,0,122956.66903393883,0
707,Germany,Male,40,9,-6891.176765867454,0,1,1,775.6581899438497,0
847,Germany,Female,39,6,62887.955703400774,1,1,1,190584.45485444512,0
639,France,Female,35,5,114155.30475019015,1,1,0,164590.15584330994,0
544,Germany,Male,71,1,109573.38046546085,1,1,0,166629.89910579644,0
717,Germany,Female,28,3,159588.51199055504,1,1,1,214597.6347457464,0
704,Spain,Female,40,8,-10115.291524808876,1,0,0,211717.52744343755,0
543,Spain,Female,37,9,6878.593685154173,2,0,1,34820.06059134375,0
866,France,Male,30,2,169722.3328606399,1,0,1,115714.32067135788,0
657,Germany,Female,28,3,2622.768201021532,0,1,0,59400.51551844996,0
506,France,Male,48,5,171937.94403641598,1,0,1,95865.17612858952,1
918,Spain,Female,43,9,-1582.267681131147,1,1,0,146961.87721574504,0
513,Germany,Female,47,2,119711.9881697705,2,1,0,216056.30641487997,0
795,France,Male,31,9,-2418.3577375162827,1,0,0,3114.1170840410705,0
738,France,Female,45,-1,-677.9087859586643,1,0,1,49842.979027736095,0
753,Germany,Female,31,10,9519.895646712153,2,1,0,143494.55458976503,0
638,Germany,Male,44,3,129164.17472764371,1,0,0,96521.7567563582,0
761,Spain,Male,38,9,117084.38857183642,1,1,0,93752.87718093209,0
671,France,Male,30,5,151742.2309083383,2,1,1,55807.314053948205,0
744,Spain,Male,26,5,183195.81089536956,1,0,1,136791.4877137142,0
739,Germany,Male,27,6,150257.3673869796,1,1,0,190621.17039477915,0
445,France,Male,29,8,68233.34575289275,2,0,0,184252.99984533002,0
744,Germany,Male,29,3,75291.30187743164,0,1,0,155380.33344516237,0
671,France,Male,29,2,3613.4990170296496,1,0,1,147604.38565613568,0
682,Spain,Male,44,10,60289.53617781318,1,1,0,180172.4524336523,0
649,Spain,Female,37,2,148719.47137202142,0,0,1,48240.92017820964,0
558,Germany,Female,44,2,5300.3718578646085,1,1,0,62625.91558594859,1
675,Germany,Female,49,3,-5417.343478700353,1,0,1,53854.2105913802,0
535,Germany,Male,47,3,4957.666305403427,0,1,0,61019.72528911971,0
605,Germany,Female,35,3,2108.2237733688667,1,0,0,22871.136161259557,0
712,France,Male,37,5,2640.1157892843457,1,1,0,97157.37484562835,0
778,Germany,Female,49,5,120226.96966257192,1,0,0,87978.07271638361,0
495,Spain,Male,41,6,113588.44915642115,2,0,0,116338.07004255317,0
603,Spain,Female,78,5,681.037380536877,1,1,0,144500.83487788643,0
578,Germany,Male,47,3,98538.90373985954,0,0,0,-4981.348641310102,0
599,Germany,Male,33,9,68700.42083465189,0,0,1,14390.87850840948,0
720,France,Female,33,1,-4601.791064324933,1,0,0,95228.4032380617,0
748,France,Male,40,9,93102.85838283646,0,0,0,42924.32120118832,0
739,France,Male,42,4,-4507.19705083683,2,0,1,69766.89425265176,0
786,Germany,Female,24,5,96950.8127827074,2,1,1,-21672.656317294324,0
571,France,Female,36,7,106944.57586653027,1,1,0,109832.37996599649,0
801,France,Male,37,10,-3451.5667857510034,0,1,0,166954.14385793585,0
594,Spain,Female,42,11,130020.99581331758,1,1,0,215119.04502305866,1
778,France,Male,34,5,-4671.305248311225,1,1,0,83807.00201994914,0
661,France,Male,40,7,116562.71977011209,2,1,1,90220.23694104755,0
586,France,Female,23,10,9167.35773038646,0,1,1,201200.96063847977,0
715,Germany,Female,38,3,-1167.4409282559022,1,0,0,179611.85501606175,0
548,Spain,Male,47,2,88339.94479307588,1,1,0,41531.848468929384,0
801,France,Male,52,1,175975.63006390014,3,1,1,150434.94683656006,0
702,Germany,Male,59,3,4752.7217300569955,1,0,0,176394.21327708013,0
588,France,Male,28,1,7127.800314870931,2,1,1,201963.34089816647,0
716,Germany,Female,53,3,138585.86813533943,3,0,0,191968.78914138675,0
745,France,Female,14,5,-9652.051254195774,2,1,0,177855.86902479775,0
817,Spain,Female,43,4,-4213.167375089505,0,0,1,138790.780465617,0
633,Spain,Female,16,6,146369.48203036407,0,1,0,14962.411865677544,0
590,Germany,Female,30,7,-3616.704093344601,2,0,0,-5417.76497229825,0
657,France,Female,21,8,154861.88064461912,1,1,0,157469.32899917845,0
848,France,Female,57,2,-996.1420153550087,0,0,0,207801.37857693897,0
724,France,Male,64,6,-7728.991855972609,0,1,1,71058.8766176407,0
719,Germany,Female,35,4,160747.36199584353,3,1,1,164052.08634025007,0
863,Germany,Female,30,10,-6790.234540732452,1,1,0,116722.92657034942,0
814,France,Male,61,3,119668.90227637877,0,0,0,81549.65842690434,0
751,Spain,Male,30,4,-11223.435800185922,1,1,1,182182.60378398877,0
545,France,Female,39,4,134315.86841298925,0,1,0,89080.62595473876,0
628,Germany,Female,33,0,149417.08126087912,0,1,0,168609.01226907005,0
829,Germany,Female,33,-1,-5082.736657013176,0,1,1,113269.88461387448,0
827,France,Male,36,9,95768.81552048057,0,0,1,46403.29794161125,0
592,France,Male,31,8,693.7114063793574,2,1,0,76978.92544507558,0
777,France,Female,44,10,3304.0961684837007,1,0,0,15898.370708991992,0
922,France,Male,47,7,56693.84020896065,1,0,0,114758.24978866697,0
628,Spain,Female,20,5,-4474.200171806612,1,1,0,35302.851344863644,0
511,Germany,Male,39,7,119473.39828018716,1,0,1,152758.34928808504,0
509,Spain,Female,61,7,138770.92652979697,1,0,1,134505.81394255493,0
698,Germany,Male,40,7,6161.026563283191,1,0,1,154049.22443662625,0
742,France,Male,64,1,90153.07817518988,1,1,0,39677.81143211774,0
640,Spain,Female,30,1,3994.5790257680674,0,0,1,23875.999828202242,1
748,Germany,Male,47,8,93723.27812159571,0,1,1,162693.91566976704,0
747,France,Male,44,10,8145.771904008558,0,0,1,186676.66917019692,0
767,France,Male,28,6,154767.4143669007,0,0,1,169530.73227599397,0
689,Germany,Male,49,6,81450.2621199054,0,1,1,214397.7434199727,0
870,Spain,Male,33,1,103702.90804696818,1,0,1,202515.75383250572,0
632,Spain,Female,39,6,130335.4800789706,2,1,0,183552.07203218082,0
555,Germany,Female,31,4,133828.96349259358,0,1,0,50463.47556737973,0
747,France,Male,47,4,100965.54520537362,2,0,0,50422.03313116844,0
625,France,Male,35,2,169667.78626295915,0,1,0,89217.87842794471,0
782,Spain,Male,45,9,84688.58578346674,1,0,0,106765.51892698996,0
899,Germany,Male,46,8,97568.15558763956,0,1,1,132584.21666215154,0
847,France,Female,22,3,-8507.0660248279,0,0,0,82112.27613844564,0
660,Spain,Male,43,5,127218.16879699692,1,0,0,150226.16142474095,0
628,Germany,Female,40,2,72159.20704373313,1,0,0,139605.8010864356,0
557,Spain,Male,37,8,5312.635810998924,2,1,0,36558.53082621634,0
718,Germany,Female,19,8,127411.65252149517,0,1,1,126629.33316695257,0
787,Spain,Female,55,10,77934.72369799556,0,0,0,86831.57787158871,0
447,France,Female,65,3,164989.3186405722,1,0,1,193216.84944754123,0
782,Spain,Female,37,6,-1347.5433294303903,1,0,1,29652.783637212255,0
727,Spain,Female,34,4,133356.38024145388,2,1,1,186494.73752845248,0
688,France,Male,35,6,74278.19567017695,1,1,0,157114.25099091648,1
678,France,Female,22,9,-4767.684178408386,1,1,1,6773.8400117131605,1
711,Spain,Male,39,0,122011.31456401944,2,1,0,216778.4626339241,0
514,Spain,Female,44,7,4669.891655397343,1,1,0,52949.773609627315,0
851,Spain,Male,45,2,-2223.1470241542206,0,0,1,177118.5935345315,0
671,France,Female,46,1,140474.73956312137,0,1,0,14397.911223780051,0
512,France,Female,52,5,911.7527057158331,1,1,0,30402.918408055382,0
807,Spain,Male,34,2,64375.18647859476,1,1,0,182498.1845781721,0
870,Germany,Male,37,10,107430.12871010548,1,1,0,121657.5383233196,0
748,Germany,Male,27,2,86924.87413493877,0,0,0,219487.90403045662,0
629,Spain,Male,28,1,80794.78848917875,0,0,0,61145.06153127202,0
695,France,Male,75,9,-2309.464690779682,1,0,0,180387.06810610616,0
854,Spain,Male,40,0,-3559.302513572025,1,1,0,343.0111390163911,0
581,Spain,Male,35,1,144314.07570657256,1,0,0,131681.59692031678,0
631,France,Female,39,5,90852.02050742882,0,0,0,159518.72755388712,0
796,Germany,Female,43,3,4220.050142118675,1,0,0,33577.96678627496,0
745,France,Male,32,3,213031.50290938848,0,1,0,153965.0438212716,0
606,France,Male,28,7,159644.23606430096,1,1,0,103439.7132030236,1
614,France,Male,35,8,115843.49883037686,0,1,1,39101.6837276226,0
599,France,Male,38,9,189002.74757527158,0,1,0,149272.44192743363,0
674,France,Female,36,6,14011.701459693464,1,1,0,138429.93432558412,1
472,France,Female,40,9,155613.37239674962,0,0,1,67489.66425243294,0
554,Spain,Female,38,6,-4096.159336951068,1,0,1,122591.82043395014,1
791,Germany,Male,34,6,-10845.557571608708,2,0,0,34872.23534655521,0
659,Spain,Male,24,8,-6076.319806036277,1,0,1,136883.65129000976,0
769,Germany,Male,33,10,155528.07707565665,2,0,0,203588.24849441196,0
658,France,Female,22,6,-7470.620486245639,0,0,0,181809.2682294806,1
549,Germany,Male,38,0,-818.4012358449852,1,1,1,150132.74485963065,0
637,France,Female,38,8,192374.37981551397,0,1,0,57630.03740799057,0
777,Germany,Male,39,6,91083.48779365438,0,1,0,124734.68106575756,0
738,Germany,Male,30,5,134004.47746146613,1,0,0,181668.69761101023,0
757,France,Male,25,9,-3252.074836703128,2,0,0,187553.25953066698,0
467,France,Male,76,4,148112.39501176737,1,0,0,61766.06454072428,0
436,France,Female,41,3,153696.27054151244,1,0,1,114008.22184491555,0
668,Spain,Male,28,5,-11532.305175057194,1,1,0,160489.9432805802,0
550,Germany,Female,41,1,148976.32838964468,0,0,1,125292.84447769458,0
588,France,Female,32,10,16043.094163810514,1,0,0,174624.50620736013,0
575,France,Female,63,10,278.8852691408635,0,1,1,105417.14272045308,0
479,France,Male,33,9,99359.21524539727,3,0,0,187683.17166847474,0
772,Spain,Male,36,7,-10102.106657271323,1,0,1,59416.432862082336,0
752,Spain,Male,38,6,77071.30231552591,1,0,0,88835.47775493216,0
792,Germany,Male,32,6,149333.6930388437,1,0,0,52485.62801990165,0
496,France,Female,42,7,86688.16020059583,2,1,0,12258.218622290562,0
728,France,Female,27,6,-709.3644232690333,0,0,0,211408.1343548448,0
491,France,Female,34,3,3922.6082361614594,1,0,1,135320.92065728092,1
746,France,Female,38,0,121946.60560283167,2,1,1,68071.86381547294,0
702,France,Male,17,8,10142.461301286063,1,0,0,202608.92687005122,0
779,France,Female,41,1,59319.47950687399,1,0,0,51069.62678153744,0
543,Spain,Male,30,4,134368.4120363514,1,1,0,134825.05516502974,0
820,France,Female,48,3,91209.6961826327,0,0,0,38392.33284521681,0
758,Germany,Male,47,0,-489.1294636089552,1,0,0,48912.28053898847,0
895,Spain,Male,42,2,100464.44387693654,1,0,0,79978.25488058207,1
878,France,Male,41,10,14583.636522465356,1,1,0,-2907.3483296080412,0
929,Spain,Female,42,6,92970.80124544873,1,0,0,210284.5207248989,0
737,France,Female,79,7,7977.825260252419,0,1,0,47928.718215502784,0
698,Germany,Female,20,2,-4899.118207774172,1,1,0,233006.45121897454,0
702,Germany,Male,43,5,101982.88151420598,0,0,0,158885.9070510335,0
695,France,Female,43,3,82809.91402961584,0,0,1,55840.38577968843,0
857,France,Male,39,3,-8978.990721521375,0,0,0,76815.40015555912,0
684,France,Female,61,8,-12848.377850988036,0,0,0,191016.51113899675,0
617,Germany,Female,34,0,-9045.446656657528,2,0,0,120668.0166970696,0
397,Spain,Male,35,7,108674.25047403357,1,0,0,37435.61467132299,0
798,France,Male,34,9,113111.95106348683,1,1,0,153530.66460884092,0
595,France,Male,46,9,124658.16616775279,1,1,0,158858.86545716657,1
853,France,Female,24,3,-9656.178952030317,0,0,1,182962.29101925594,0
800,Spain,Female,54,7,188.4570081447197,0,1,1,78473.27532426076,0
538,Germany,Male,77,3,173917.7006047584,1,1,0,45859.02986196788,0
543,Spain,Male,39,6,3599.0633319664776,0,1,1,173082.37396224897,0
556,Germany,Male,29,7,-591.720422594914,1,1,0,195786.3414557252,0
763,Spain,Female,30,8,738.7550653510054,2,1,0,211096.8062304402,1
674,Spain,Male,31,9,60388.32643495232,0,0,1,78281.16586527477,1
684,Germany,Male,37,3,5691.143826200288,1,1,1,202479.65043929708,0
770,Spain,Female,20,8,112822.68538788728,0,1,1,163779.53576553613,0
509,France,Female,51,6,218212.16748537717,0,0,0,180623.57106913644,1
692,France,Female,31,3,117470.09276524208,1,1,0,53016.205141252896,0
765,Spain,Male,29,9,9174.465500975793,1,0,1,177496.26407159056,0
713,France,Female,24,7,151685.01672138035,1,0,0,139281.60581717364,0
843,France,Female,23,6,173116.31521289496,0,1,1,176081.59916086763,0
582,France,Female,27,1,4235.058076199817,1,1,0,147844.83405667727,0
632,Germany,Male,24,4,3400.8303307581377,2,0,0,15128.085069002773,0
510,Spain,Male,31,11,8442.056803754575,0,0,0,103067.45489501006,0
763,Spain,Male,35,8,123548.99585610433,1,0,0,17874.884229656054,0
694,Spain,Female,55,11,2146.224547910325,1,0,0,91106.51426665323,0
762,France,Male,21,1,63801.75589244178,1,1,1,8276.687052772497,0
684,Spain,Female,33,3,112808.20922791408,0,0,0,198446.34375047227,0
806,France,Male,41,8,7251.401099482527,2,0,0,175204.8799566136,0
827,Germany,Female,58,7,209623.5517371255,1,0,0,101057.34001729291,0
732,Germany,Female,30,7,102654.57190610463,1,0,0,72796.86359029332,0
814,Germany,Female,39,7,730.6703671861176,2,1,0,45364.10251776396,0
660,Spain,Male,29,2,186182.22845798463,1,0,0,133776.11969630842,0
770,Spain,Female,40,7,69321.66151009154,1,1,0,180336.31115987635,1
682,France,Male,34,11,9505.00779111347,1,1,0,177976.2045959484,0
727,Germany,Male,33,5,144768.9725084229,1,1,0,167911.7066977876,0
630,Spain,Male,63,10,1138.101114208471,0,1,0,204797.4204770219,0
680,Germany,Female,37,8,-2519.7083545733994,0,1,1,157391.87046954472,0
485,Spain,Male,54,9,136082.55308460494,0,1,1,155070.06852724781,0
577,Spain,Male,31,4,165303.92683608946,1,1,0,7301.330497861614,0
473,Spain,Male,37,11,174611.7325084519,1,1,0,165620.110236258,0
667,Spain,Male,38,6,77932.92102337064,1,0,0,193689.6999893274,0
557,France,Female,39,2,-9298.05988790531,0,1,1,160966.84456306178,0
749,France,Female,11,3,25921.696137997395,1,0,0,1147.8076820079223,1
681,France,Male,66,7,163605.97718513233,0,0,0,74306.74905838267,0
475,Spain,Male,46,8,107071.52177713886,0,1,0,-1001.9563866926001,0
735,France,Male,67,9,61854.75299734563,1,0,0,72952.3934477822,0
738,France,Male,24,1,-1804.8350245960285,1,1,0,30007.305937386147,1
595,France,Male,30,7,133566.74684452932,0,0,0,179539.99129459227,0
740,Spain,Female,77,1,78282.15064465915,0,0,0,93404.58537598948,0
666,Germany,Female,49,9,-1915.844923642549,0,0,1,163490.89175916748,0
773,France,Male,28,6,105732.67714669193,1,1,0,144112.29018998065,0
863,France,Female,28,10,3015.8068070658237,1,0,1,29787.898593546375,0
815,Germany,Male,48,10,5412.59520626317,1,1,1,144957.3013202422,0
916,Spain,Female,34,6,3631.8222429624466,0,1,1,230294.1613309762,0
719,Germany,Male,45,3,78537.86926315323,0,1,1,-1428.275467120773,0
700,France,Male,41,2,2053.335555061832,0,1,0,108008.9950369177,0
880,Spain,Male,40,3,66291.4168779712,0,1,0,205986.43135838717,0
508,France,Female,39,0,130816.91824460399,1,1,1,207890.7793578579,0
760,France,Male,35,8,1208.990962944658,1,0,1,2018.6568776687636,0
791,France,Male,39,8,117719.58282742374,2,0,0,155231.74821177055,0
727,Spain,Male,25,9,105796.06845630004,0,1,0,135694.14667222917,0
764,France,Male,35,7,-6545.078058163649,1,1,0,102530.8618522885,0
570,Germany,Male,28,2,-7194.964694540898,0,0,0,6707.041493477951,0
728,Germany,Male,24,9,5168.600107766905,0,0,1,119347.37996324872,0
787,Spain,Male,37,3,102.90868957463059,2,0,0,216920.7154094614,0
503,France,Male,33,6,106855.9089318401,1,0,0,36344.38292429253,0
725,France,Female,34,9,92513.65949752237,0,1,0,146416.70377447898,0
674,Spain,Female,29,9,-9147.759152391847,1,0,0,219572.254580548,0
713,France,Male,24,10,4478.935597848675,1,0,0,202459.32164517517,0
768,Germany,Female,40,2,120890.59433106238,1,0,0,28291.132521731866,0
692,France,Male,36,5,145650.4880009328,0,0,1,180992.3399667818,0
700,Spain,Male,39,0,117734.44002994151,1,1,0,134738.43577367812,0
599,France,Female,85,8,109816.94606363632,0,0,0,100824.37519199937,0
816,France,Male,54,2,92488.50658199794,1,1,0,175081.3494757871,0
607,Germany,Male,41,8,181185.5513943843,1,0,0,45921.29173856652,0
520,Spain,Male,44,7,145445.20015420511,0,1,0,162964.02139213416,0
767,France,Male,36,9,107424.50134703382,1,1,0,45176.82425120816,0
777,Germany,Female,37,5,-4806.014856072226,0,1,0,18523.72834485954,0
652,Germany,Female,39,9,178595.5077018105,1,1,0,23673.489424993506,0
797,Germany,Female,52,7,178777.38294079457,0,1,0,7166.517960655012,0
856,Germany,Male,52,8,5252.023069933702,0,1,0,21528.494048070097,0
863,Spain,Female,24,8,136885.2981239066,0,1,1,122261.84828737298,0
809,Spain,Female,33,3,90712.65387613681,0,0,0,69772.9277390487,0
500,Germany,Male,28,10,3124.900922719668,0,0,0,81214.2211975427,0
537,France,Male,40,4,157245.09455974033,1,1,0,207220.18222947867,0
577,France,Female,39,1,171031.48207214742,0,0,0,74860.20526455584,0
769,France,Male,49,0,46880.7669085924,1,0,1,134661.53459356085,0
730,France,Male,38,0,5257.8521923074695,1,1,1,53861.186875249805,0
643,Spain,Female,41,2,131597.3243527023,0,0,1,83934.44800064062,0
788,France,Male,41,1,118350.79379851636,1,1,0,146423.99978680187,0
707,France,Female,32,8,133092.26596667842,1,0,1,97755.03057962343,0
646,Germany,Female,34,7,124936.94126653303,1,1,1,148360.65931817068,0
924,France,Female,34,10,154733.81103762193,0,0,0,137202.0185486431,0
773,France,Female,40,3,14572.09147670389,2,0,1,94677.69161955296,0
585,France,Female,52,8,150129.47432488148,2,0,0,178298.1358569347,0
649,Germany,Female,48,6,1883.5466134426467,2,0,1,150661.55086163877,0
737,Germany,Male,31,3,80281.99660238254,0,0,0,19809.942984984045,0
680,Germany,Male,32,5,169723.0102582242,1,0,0,5046.040890034157,0
586,Germany,Male,36,7,144385.21618482628,2,0,1,38961.64944836449,0
641,Germany,Male,40,1,115032.95848551286,0,0,0,212715.02268576884,0
684,France,Male,23,7,129315.8380431734,1,1,0,174629.60707339676,0
619,Germany,Female,45,7,126667.04400768489,2,1,1,181987.55164255435,0
785,Spain,Female,40,9,-12549.966561448467,1,1,0,73213.59399629844,0
701,France,Female,68,9,173030.63339114122,0,0,1,181070.7445082924,0
523,France,Male,37,7,134589.06087134877,2,1,0,164870.87207617596,0
658,France,Male,37,4,11512.307873460804,1,0,0,58906.123908562324,0
628,Spain,Male,44,11,118278.02766984381,0,1,1,188984.5215273555,0
491,France,Male,26,10,151462.06610622912,2,0,1,152760.84274308127,0
819,Spain,Female,44,9,113238.06351420145,1,0,0,171805.88377049923,0
707,France,Female,28,4,80408.09563393987,1,1,0,42619.350854563476,0
806,France,Female,38,3,-5114.7350709535685,1,1,1,188949.54901912928,0
676,France,Male,17,8,5732.989301111117,2,1,0,25290.55415716854,0
614,France,Male,21,6,90123.82384670546,1,0,0,56143.36440192611,0
569,France,Female,23,9,-4773.456701289119,0,1,0,32981.175442653985,0
766,Spain,Male,25,11,7143.472433058178,1,0,1,206598.71554446087,0
823,Spain,Female,41,9,200425.14188181923,1,1,1,219785.92080960626,0
606,Germany,Male,25,6,47338.767482584386,2,1,1,55176.65333864663,0
740,Spain,Female,25,8,-1356.1359767748227,2,0,0,159685.9080516718,0
727,Germany,Male,78,3,-3789.7637664410895,1,0,0,4072.2533421271073,0
681,Spain,Female,46,6,151486.01219770644,0,1,0,133374.29390341783,0
724,France,Male,39,9,116827.83167337708,2,1,0,38042.30941963289,0
601,France,Female,45,10,73236.69275164822,1,0,0,104800.08299027084,0
743,Spain,Male,49,3,163331.4401719646,1,1,0,21888.884491345474,0
642,France,Male,46,7,93155.6888156686,1,0,1,108925.86465000088,0
748,Spain,Female,24,7,111411.20272887552,1,0,0,187902.96214387976,0
770,France,Female,32,3,178067.45881921292,1,0,1,222486.07828706803,0
567,France,Female,63,3,82111.79369079808,1,0,0,12386.41466104535,0
758,Spain,Female,59,7,62813.543891070796,1,0,0,182689.0978129222,0
534,Spain,Female,35,1,1093.6865382761139,1,1,0,139308.21528125912,0
772,Germany,Male,23,8,38.91896594651055,2,0,0,-10426.372039162594,0
799,France,Male,29,8,174622.59491941932,1,0,0,-6318.048306455992,0
706,Germany,Female,18,9,-4274.395831081713,2,0,0,69483.78243979574,0
733,France,Female,35,-1,2912.6450062316103,0,0,1,164566.46942890133,0
662,Spain,Female,51,1,102437.89829910963,1,1,0,55637.71118455925,0
694,Spain,Male,38,5,41771.18828654532,1,1,0,147420.3382334761,0
726,France,Male,45,8,16813.85792963732,1,1,1,102566.02299211043,0
628,France,Male,15,5,144660.5488750842,0,0,1,34375.69611721259,0
722,France,Male,27,4,139077.69162256768,1,0,1,-357.01169607307384,0
851,Spain,Male,39,1,170813.44128983468,1,1,0,173002.74618133632,0
603,Germany,Male,33,7,117126.4688043042,1,1,0,149704.04623445304,0
651,Spain,Male,38,9,81959.09130420888,2,1,1,29994.35561407599,0
889,Germany,Female,35,7,198378.2708451231,0,1,0,40111.67152822434,0
674,France,Female,34,4,9475.048209739838,0,0,0,103930.27505638244,1
611,Spain,Female,34,9,13615.588813227772,1,0,0,134515.95652673813,0
861,Germany,Female,49,7,148199.3637807088,0,0,1,129759.97797702282,0
750,Spain,Male,25,7,98228.29445321043,0,1,1,158577.42661848487,0
527,Spain,Female,61,11,85821.29211293344,1,0,1,84060.87497236082,0
818,France,Male,27,10,2310.891235409908,1,0,0,144985.4175323029,0
616,Germany,Male,27,10,-11726.06306386325,2,0,0,221534.54250111722,0
669,Spain,Male,20,7,106128.7426664262,1,1,0,99558.86622533297,0
774,Spain,Female,48,8,119740.06002409899,1,0,0,151839.02444073115,0
663,France,Male,29,5,-1380.750658509294,0,0,0,20771.788975872485,0
514,France,Male,59,3,231261.90727736434,1,1,0,101205.6884655508,0
777,France,Male,30,1,-6375.86246002777,1,0,0,177247.760896193,1
655,Germany,Female,33,0,144116.8254236789,0,0,0,110935.24714605727,0
641,Germany,Male,19,5,124812.05145183255,0,0,0,10952.900976151617,0
830,Germany,Female,19,7,15119.136521533484,2,0,1,166052.97762792627,1
882,France,Male,44,7,66008.85678747702,1,1,0,129779.80114916776,0
712,Germany,Female,24,8,3615.013444348793,1,0,0,53222.55051067322,1
671,Spain,Female,28,8,162227.83846741918,0,0,0,200016.49985339618,0
658,France,Male,29,2,119104.97373845907,0,0,0,156390.07864789738,0
582,France,Female,39,8,80854.01896638377,0,0,0,191274.56942863239,1
528,France,Male,48,9,161920.9392831619,1,1,0,186031.8161861848,0
660,Spain,Male,37,6,-4251.759160911819,0,1,0,165320.0021299425,0
726,Spain,Male,34,10,1659.497363914288,1,0,0,145880.97512219986,0
821,France,Male,37,8,38008.05800730031,1,1,1,213352.52760176436,0
769,France,Female,28,8,-8621.997393169428,0,1,0,223445.3457106142,0
614,Germany,Female,64,3,83004.1500132484,1,1,0,161825.00217463102,0
539,Germany,Female,34,8,124352.0538775154,1,1,1,59803.899807332935,0
668,France,Male,20,3,199552.42131357675,2,0,1,87932.08386709983,0
544,Spain,Male,29,4,-3888.599614862949,0,0,0,172269.93762023703,0
870,Spain,Male,30,5,3694.727419847747,2,0,0,71459.51838947425,0
782,Spain,Female,29,3,2327.0253743206804,1,0,1,42267.114686475594,0
887,France,Female,44,10,3429.529400770328,1,1,1,66817.04779580628,0
847,Spain,Male,59,4,193643.29780518633,2,1,0,33981.146845744224,0
691,France,Male,36,10,155117.1730075291,1,0,0,189372.6099571325,0
871,Spain,Female,40,7,89594.8324491314,0,0,1,121523.80268895984,0
767,Germany,Male,45,7,172727.48041976424,0,0,0,221830.41573882752,0
681,France,Male,36,7,72735.15095910763,1,0,0,174365.27779253185,1
611,France,Male,53,10,133180.8071451077,0,0,0,64384.34889319049,0
723,Spain,Male,37,1,-1232.3869702864417,0,0,0,155911.55494515077,0
603,Spain,Male,21,9,115764.41583051189,1,1,0,122657.79747253745,0
717,Spain,Female,51,0,136004.63962996865,0,0,0,93316.0909723265,0
618,Spain,Male,34,6,-3542.2448022707736,1,1,0,69619.25273044787,0
587,France,Female,44,9,135092.01877966305,1,0,0,151160.1817075085,0
568,Spain,Female,47,3,92604.47785008667,1,0,1,190961.89847443093,0
789,France,Male,42,0,-3749.0183855440414,1,0,1,53608.34271966186,0
617,Germany,Male,41,10,-2451.7814580271183,2,0,0,7683.879274001931,0
610,Spain,Male,51,7,-12276.92935623361,1,0,0,93564.24141339556,0
